Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
148628,2013,US,Fellowships,United States,North America,SSH
148629,2013,DE,Fellowships,Germany,Europe,LS
148631,2013,US,Fellowships,United States,North America,MINT
148633,2013,US,Fellowships,United States,North America,LS
148636,2013,US,Fellowships,United States,North America,MINT
148637,2013,US,Fellowships,United States,North America,LS
148640,2013,US,Fellowships,United States,North America,MINT
148641,2013,US,Fellowships,United States,North America,MINT
148642,2013,CA,Fellowships,Canada,North America,MINT
148643,2013,US,Fellowships,United States,North America,MINT
148644,2013,SE,Fellowships,Sweden,Europe,LS
148646,2013,US,Fellowships,United States,North America,MINT
148647,2013,US,Fellowships,United States,North America,MINT
148649,2013,US,Fellowships,United States,North America,LS
148650,2013,CA,Fellowships,Canada,North America,MINT
148656,2013,CA,Fellowships,Canada,North America,SSH
148657,2013,BE,Fellowships,Belgium,Europe,SSH
148660,2013,FR,Fellowships,France,Europe,SSH
148661,2013,UK,Fellowships,United Kingdom,Europe,SSH
148662,2013,DE,Fellowships,Germany,Europe,SSH
148663,2013,US,Fellowships,United States,North America,LS
148666,2013,US,Fellowships,United States,North America,MINT
148667,2013,IT,Fellowships,Italy,Europe,MINT
148669,2013,US,Fellowships,United States,North America,SSH
148672,2013,UK,Fellowships,United Kingdom,Europe,SSH
148672,2013,FR,Fellowships,France,Europe,SSH
148678,2013,US,Fellowships,United States,North America,SSH
148688,2013,AU,Fellowships,Australia,Oceania,SSH
148691,2013,FI,Fellowships,NA,Europe,LS
148705,2013,US,Fellowships,United States,North America,MINT
148707,2013,MX,Fellowships,NA,Latin America,MINT
148709,2013,US,Fellowships,United States,North America,MINT
148710,2013,AU,Fellowships,Australia,Oceania,SSH
148712,2013,US,Fellowships,United States,North America,SSH
148715,2013,US,Fellowships,United States,North America,LS
148717,2013,UK,Fellowships,United Kingdom,Europe,SSH
148717,2013,UK,Fellowships,United Kingdom,Europe,SSH
148718,2013,US,Fellowships,United States,North America,LS
148720,2013,UK,Fellowships,United Kingdom,Europe,MINT
148721,2013,US,Fellowships,United States,North America,MINT
148724,2013,US,Fellowships,United States,North America,SSH
148732,2013,FR,Fellowships,France,Europe,MINT
148733,2013,US,Fellowships,United States,North America,LS
148735,2013,US,Fellowships,United States,North America,MINT
148736,2013,US,Fellowships,United States,North America,MINT
148737,2013,US,Fellowships,United States,North America,MINT
148738,2013,US,Fellowships,United States,North America,LS
148739,2013,UK,Fellowships,United Kingdom,Europe,MINT
148740,2013,UK,Fellowships,United Kingdom,Europe,LS
148741,2013,US,Fellowships,United States,North America,MINT
148742,2013,US,Fellowships,United States,North America,LS
148743,2013,US,Fellowships,United States,North America,MINT
148747,2013,US,Fellowships,United States,North America,MINT
148748,2013,DE,Fellowships,Germany,Europe,LS
148749,2013,UK,Fellowships,United Kingdom,Europe,LS
148749,2013,UK,Fellowships,United Kingdom,Europe,LS
148750,2013,US,Fellowships,United States,North America,MINT
148751,2013,US,Fellowships,United States,North America,MINT
148752,2013,FR,Fellowships,France,Europe,SSH
148753,2013,US,Fellowships,United States,North America,MINT
148754,2013,CA,Fellowships,Canada,North America,MINT
148757,2013,DE,Fellowships,Germany,Europe,MINT
148768,2013,US,Fellowships,United States,North America,MINT
148769,2013,US,Fellowships,United States,North America,SSH
148769,2013,US,Fellowships,United States,North America,SSH
148771,2013,SE,Fellowships,Sweden,Europe,MINT
148773,2013,UK,Fellowships,United Kingdom,Europe,LS
148775,2013,US,Fellowships,United States,North America,LS
148785,2013,US,Fellowships,United States,North America,MINT
148788,2013,US,Fellowships,United States,North America,MINT
148791,2013,FR,Fellowships,France,Europe,SSH
148793,2013,US,Fellowships,United States,North America,MINT
148794,2013,US,Fellowships,United States,North America,LS
148796,2013,UK,Fellowships,United Kingdom,Europe,SSH
148796,2013,UK,Fellowships,United Kingdom,Europe,SSH
148797,2013,AT,Fellowships,Austria,Europe,MINT
148800,2013,FR,Fellowships,France,Europe,LS
148801,2013,US,Fellowships,United States,North America,MINT
148806,2013,CA,Fellowships,Canada,North America,LS
148809,2013,IN,Fellowships,NA,Asia,SSH
148809,2013,US,Fellowships,United States,North America,SSH
148825,2013,FR,Fellowships,France,Europe,MINT
148830,2013,US,Fellowships,United States,North America,SSH
148837,2013,CA,Fellowships,Canada,North America,SSH
148841,2013,FR,Fellowships,France,Europe,LS
148842,2013,US,Fellowships,United States,North America,MINT
148852,2013,US,Fellowships,United States,North America,LS
148858,2013,FR,Fellowships,France,Europe,MINT
148860,2013,US,Fellowships,United States,North America,LS
148863,2013,US,Fellowships,United States,North America,MINT
148873,2013,NL,Fellowships,Netherlands,Europe,LS
148875,2013,US,Fellowships,United States,North America,MINT
148876,2013,US,Fellowships,United States,North America,SSH
148877,2013,UK,Fellowships,United Kingdom,Europe,MINT
148878,2013,US,Fellowships,United States,North America,MINT
148881,2013,US,Fellowships,United States,North America,LS
148885,2013,AU,Fellowships,Australia,Oceania,LS
148890,2013,US,Fellowships,United States,North America,MINT
148891,2013,US,Fellowships,United States,North America,MINT
148892,2013,US,Fellowships,United States,North America,MINT
148893,2013,UK,Fellowships,United Kingdom,Europe,MINT
148898,2013,UK,Fellowships,United Kingdom,Europe,MINT
148900,2013,US,Fellowships,United States,North America,MINT
148902,2013,US,Fellowships,United States,North America,LS
148903,2013,SE,Fellowships,Sweden,Europe,LS
148905,2013,AU,Fellowships,Australia,Oceania,LS
148909,2013,US,Fellowships,United States,North America,MINT
148913,2013,DE,Fellowships,Germany,Europe,MINT
148914,2013,US,Fellowships,United States,North America,LS
148918,2013,US,Fellowships,United States,North America,MINT
148918,2013,US,Fellowships,United States,North America,MINT
148924,2013,US,Fellowships,United States,North America,MINT
148957,2013,US,Fellowships,United States,North America,MINT
148961,2013,US,Fellowships,United States,North America,MINT
148963,2013,US,Fellowships,United States,North America,SSH
149013,2013,US,Fellowships,United States,North America,MINT
149014,2013,US,Fellowships,United States,North America,LS
149056,2013,US,Fellowships,United States,North America,MINT
149056,2013,US,Fellowships,United States,North America,MINT
151129,2013,DE,Fellowships,Germany,Europe,LS
151133,2013,US,Fellowships,United States,North America,LS
151134,2013,DE,Fellowships,Germany,Europe,LS
151137,2013,NO,Fellowships,NA,Europe,LS
151138,2013,US,Fellowships,United States,North America,SSH
151138,2013,FR,Fellowships,France,Europe,SSH
151140,2013,US,Fellowships,United States,North America,LS
151141,2013,US,Fellowships,United States,North America,LS
151142,2013,US,Fellowships,United States,North America,LS
151145,2013,US,Fellowships,United States,North America,LS
151146,2013,US,Fellowships,United States,North America,LS
151153,2013,CA,Fellowships,Canada,North America,LS
151154,2013,US,Fellowships,United States,North America,LS
151157,2013,SE,Fellowships,Sweden,Europe,LS
151158,2013,US,Fellowships,United States,North America,LS
151160,2013,UK,Fellowships,United Kingdom,Europe,LS
151166,2013,CA,Fellowships,Canada,North America,LS
151168,2013,US,Fellowships,United States,North America,LS
151170,2013,UK,Fellowships,United Kingdom,Europe,SSH
151170,2013,DE,Fellowships,Germany,Europe,SSH
151171,2013,US,Fellowships,United States,North America,LS
151174,2013,DE,Fellowships,Germany,Europe,SSH
151177,2013,FR,Fellowships,France,Europe,SSH
151177,2013,IT,Fellowships,Italy,Europe,SSH
151179,2013,US,Fellowships,United States,North America,LS
151180,2013,US,Fellowships,United States,North America,SSH
151187,2013,UK,Fellowships,United Kingdom,Europe,LS
151189,2013,AU,Fellowships,Australia,Oceania,LS
151191,2013,US,Fellowships,United States,North America,LS
151192,2013,US,Fellowships,United States,North America,SSH
151194,2013,US,Fellowships,United States,North America,LS
151198,2013,JP,Fellowships,NA,Asia,LS
151199,2013,FR,Fellowships,France,Europe,SSH
151199,2013,FR,Fellowships,France,Europe,SSH
151199,2013,FR,Fellowships,France,Europe,SSH
151199,2013,FR,Fellowships,France,Europe,SSH
151199,2013,FR,Fellowships,France,Europe,SSH
151199,2013,FR,Fellowships,France,Europe,SSH
151201,2013,US,Fellowships,United States,North America,SSH
151201,2013,US,Fellowships,United States,North America,SSH
151203,2013,UK,Fellowships,United Kingdom,Europe,SSH
151210,2013,UK,Fellowships,United Kingdom,Europe,SSH
151214,2013,RU,Fellowships,NA,Europe,SSH
151214,2013,US,Fellowships,United States,North America,SSH
151215,2013,DE,Fellowships,Germany,Europe,SSH
151215,2013,DE,Fellowships,Germany,Europe,SSH
151216,2013,NL,Fellowships,Netherlands,Europe,SSH
151217,2013,DE,Fellowships,Germany,Europe,SSH
151217,2013,DE,Fellowships,Germany,Europe,SSH
151221,2013,US,Fellowships,United States,North America,SSH
151223,2013,PL,Fellowships,NA,Europe,SSH
151223,2013,US,Fellowships,United States,North America,SSH
151225,2013,US,Fellowships,United States,North America,SSH
151225,2013,US,Fellowships,United States,North America,SSH
151225,2013,US,Fellowships,United States,North America,SSH
151225,2013,US,Fellowships,United States,North America,SSH
151227,2013,UK,Fellowships,United Kingdom,Europe,SSH
151230,2013,RU,Fellowships,NA,Europe,SSH
151230,2013,PL,Fellowships,NA,Europe,SSH
151230,2013,US,Fellowships,United States,North America,SSH
151241,2013,FR,Fellowships,France,Europe,SSH
151242,2013,ES,Fellowships,Spain,Europe,MINT
151247,2013,UK,Fellowships,United Kingdom,Europe,MINT
151248,2013,US,Fellowships,United States,North America,MINT
151253,2013,CA,Fellowships,Canada,North America,MINT
151259,2013,RU,Fellowships,NA,Europe,SSH
151261,2013,US,Fellowships,United States,North America,MINT
151279,2013,CA,Fellowships,Canada,North America,MINT
151287,2013,US,Fellowships,United States,North America,MINT
151291,2013,CA,Fellowships,Canada,North America,MINT
151293,2013,US,Fellowships,United States,North America,MINT
151315,2013,DE,Fellowships,Germany,Europe,MINT
151316,2013,CA,Fellowships,Canada,North America,MINT
151325,2013,US,Fellowships,United States,North America,MINT
151328,2013,US,Fellowships,United States,North America,MINT
151329,2013,DE,Fellowships,Germany,Europe,MINT
151336,2013,US,Fellowships,United States,North America,MINT
151342,2013,US,Fellowships,United States,North America,MINT
151344,2013,DE,Fellowships,Germany,Europe,MINT
151346,2013,US,Fellowships,United States,North America,MINT
151349,2013,US,Fellowships,United States,North America,MINT
151352,2013,UK,Fellowships,United Kingdom,Europe,MINT
151353,2013,US,Fellowships,United States,North America,MINT
151580,2013,DE,Fellowships,Germany,Europe,LS
151582,2013,US,Fellowships,United States,North America,LS
151588,2013,US,Fellowships,United States,North America,SSH
151589,2013,FR,Fellowships,France,Europe,LS
151591,2013,JP,Fellowships,NA,Asia,LS
151592,2013,DE,Fellowships,Germany,Europe,LS
151593,2013,UK,Fellowships,United Kingdom,Europe,LS
151594,2013,AU,Fellowships,Australia,Oceania,LS
151595,2013,FR,Fellowships,France,Europe,SSH
151596,2013,CA,Fellowships,Canada,North America,SSH
151597,2013,UK,Fellowships,United Kingdom,Europe,LS
151598,2013,US,Fellowships,United States,North America,LS
151599,2013,UK,Fellowships,United Kingdom,Europe,SSH
151604,2013,DE,Fellowships,Germany,Europe,SSH
151604,2013,US,Fellowships,United States,North America,SSH
151605,2013,UK,Fellowships,United Kingdom,Europe,MINT
151606,2013,SE,Fellowships,Sweden,Europe,SSH
151609,2013,US,Fellowships,United States,North America,LS
151617,2013,US,Fellowships,United States,North America,LS
151623,2013,US,Fellowships,United States,North America,MINT
151628,2013,US,Fellowships,United States,North America,SSH
151628,2013,US,Fellowships,United States,North America,SSH
151631,2013,US,Fellowships,United States,North America,MINT
151635,2013,US,Fellowships,United States,North America,MINT
151637,2013,US,Fellowships,United States,North America,MINT
151640,2013,FR,Fellowships,France,Europe,MINT
151641,2013,UK,Fellowships,United Kingdom,Europe,SSH
151642,2013,SE,Fellowships,Sweden,Europe,MINT
151643,2013,US,Fellowships,United States,North America,MINT
151662,2013,CA,Fellowships,Canada,North America,LS
151663,2013,CA,Fellowships,Canada,North America,LS
151665,2013,US,Fellowships,United States,North America,MINT
151666,2013,CA,Fellowships,Canada,North America,LS
151676,2013,US,Fellowships,United States,North America,LS
151691,2013,US,Fellowships,United States,North America,MINT
151705,2013,US,Fellowships,United States,North America,LS
151707,2013,US,Fellowships,United States,North America,LS
151710,2013,US,Fellowships,United States,North America,LS
151713,2013,US,Fellowships,United States,North America,LS
151715,2013,US,Fellowships,United States,North America,LS
151718,2013,FR,Fellowships,France,Europe,LS
151720,2013,CA,Fellowships,Canada,North America,LS
151727,2013,US,Fellowships,United States,North America,LS
151731,2013,US,Fellowships,United States,North America,LS
151738,2013,CA,Fellowships,Canada,North America,LS
151739,2013,US,Fellowships,United States,North America,LS
151740,2013,CA,Fellowships,Canada,North America,LS
151741,2013,DE,Fellowships,Germany,Europe,LS
151742,2013,US,Fellowships,United States,North America,LS
151743,2013,US,Fellowships,United States,North America,LS
151754,2013,DE,Fellowships,Germany,Europe,SSH
151754,2013,US,Fellowships,United States,North America,SSH
151757,2013,CA,Fellowships,Canada,North America,LS
151759,2013,UK,Fellowships,United Kingdom,Europe,LS
151763,2013,CA,Fellowships,Canada,North America,SSH
151767,2013,DE,Fellowships,Germany,Europe,SSH
151770,2013,US,Fellowships,United States,North America,LS
151771,2013,US,Fellowships,United States,North America,LS
151774,2013,US,Fellowships,United States,North America,SSH
151777,2013,AU,Fellowships,Australia,Oceania,SSH
151778,2013,ZA,Fellowships,NA,Africa,LS
151780,2013,US,Fellowships,United States,North America,LS
151782,2013,FR,Fellowships,France,Europe,LS
151786,2013,US,Fellowships,United States,North America,LS
151796,2013,US,Fellowships,United States,North America,MINT
151803,2013,US,Fellowships,United States,North America,SSH
151803,2013,FR,Fellowships,France,Europe,SSH
151803,2013,US,Fellowships,United States,North America,SSH
151803,2013,AT,Fellowships,Austria,Europe,SSH
151804,2013,FR,Fellowships,France,Europe,SSH
151809,2013,IE,Fellowships,NA,Europe,MINT
151811,2013,US,Fellowships,United States,North America,LS
151812,2013,NP,Fellowships,NA,Asia,SSH
151812,2013,US,Fellowships,United States,North America,SSH
151815,2013,DE,Fellowships,Germany,Europe,MINT
151816,2013,US,Fellowships,United States,North America,LS
151817,2013,US,Fellowships,United States,North America,SSH
151822,2013,AU,Fellowships,Australia,Oceania,LS
151825,2013,US,Fellowships,United States,North America,LS
151827,2013,US,Fellowships,United States,North America,MINT
151830,2013,BE,Fellowships,Belgium,Europe,SSH
151831,2013,US,Fellowships,United States,North America,LS
151832,2013,UK,Fellowships,United Kingdom,Europe,MINT
151833,2013,US,Fellowships,United States,North America,LS
151836,2013,NL,Fellowships,Netherlands,Europe,MINT
151837,2013,US,Fellowships,United States,North America,SSH
151840,2013,UK,Fellowships,United Kingdom,Europe,MINT
151841,2013,CA,Fellowships,Canada,North America,MINT
151842,2013,US,Fellowships,United States,North America,MINT
151848,2013,US,Fellowships,United States,North America,SSH
151848,2013,US,Fellowships,United States,North America,SSH
151848,2013,US,Fellowships,United States,North America,SSH
151852,2013,US,Fellowships,United States,North America,MINT
151853,2013,US,Fellowships,United States,North America,MINT
151859,2013,US,Fellowships,United States,North America,LS
151860,2013,US,Fellowships,United States,North America,MINT
151860,2013,US,Fellowships,United States,North America,MINT
151863,2013,US,Fellowships,United States,North America,LS
151864,2013,CA,Fellowships,Canada,North America,SSH
151868,2013,SE,Fellowships,Sweden,Europe,LS
151871,2013,IT,Fellowships,Italy,Europe,SSH
151874,2013,FR,Fellowships,France,Europe,LS
151877,2013,UK,Fellowships,United Kingdom,Europe,LS
151879,2013,UK,Fellowships,United Kingdom,Europe,SSH
151880,2013,AU,Fellowships,Australia,Oceania,LS
151881,2013,BE,Fellowships,Belgium,Europe,SSH
151884,2013,FR,Fellowships,France,Europe,MINT
151885,2013,US,Fellowships,United States,North America,LS
151886,2013,US,Fellowships,United States,North America,LS
151887,2013,US,Fellowships,United States,North America,LS
151890,2013,UK,Fellowships,United Kingdom,Europe,LS
151893,2013,DE,Fellowships,Germany,Europe,SSH
151893,2013,DE,Fellowships,Germany,Europe,SSH
151900,2013,US,Fellowships,United States,North America,MINT
151901,2013,US,Fellowships,United States,North America,LS
151906,2013,FR,Fellowships,France,Europe,MINT
151909,2013,US,Fellowships,United States,North America,MINT
151911,2013,TR,Fellowships,NA,Europe,SSH
151913,2013,CA,Fellowships,Canada,North America,SSH
151915,2013,US,Fellowships,United States,North America,LS
151920,2013,AU,Fellowships,Australia,Oceania,LS
151927,2013,US,Fellowships,United States,North America,MINT
151928,2013,US,Fellowships,United States,North America,MINT
151931,2013,US,Fellowships,United States,North America,MINT
151932,2013,KE,Fellowships,NA,Africa,LS
151935,2013,FR,Fellowships,France,Europe,MINT
151937,2013,US,Fellowships,United States,North America,MINT
151939,2013,DE,Fellowships,Germany,Europe,SSH
151940,2013,US,Fellowships,United States,North America,MINT
151942,2013,US,Fellowships,United States,North America,MINT
151945,2013,US,Fellowships,United States,North America,MINT
151948,2013,AU,Fellowships,Australia,Oceania,LS
151949,2013,FR,Fellowships,France,Europe,SSH
151952,2013,US,Fellowships,United States,North America,LS
151953,2013,UK,Fellowships,United Kingdom,Europe,MINT
151954,2013,US,Fellowships,United States,North America,LS
151960,2013,DE,Fellowships,Germany,Europe,LS
151962,2013,UK,Fellowships,United Kingdom,Europe,LS
151964,2013,AT,Fellowships,Austria,Europe,MINT
151965,2013,US,Fellowships,United States,North America,MINT
151966,2013,CA,Fellowships,Canada,North America,LS
151969,2013,US,Fellowships,United States,North America,MINT
151971,2013,UK,Fellowships,United Kingdom,Europe,LS
151972,2013,US,Fellowships,United States,North America,MINT
151973,2013,US,Fellowships,United States,North America,LS
151974,2013,US,Fellowships,United States,North America,LS
151977,2013,DK,Fellowships,NA,Europe,MINT
151977,2013,NL,Fellowships,Netherlands,Europe,MINT
151978,2013,US,Fellowships,United States,North America,LS
151980,2013,BE,Fellowships,Belgium,Europe,SSH
151988,2013,US,Fellowships,United States,North America,SSH
152006,2013,UK,Fellowships,United Kingdom,Europe,SSH
152006,2013,FR,Fellowships,France,Europe,SSH
152010,2013,FR,Fellowships,France,Europe,SSH
152029,2013,US,Fellowships,United States,North America,MINT
152067,2013,CA,Fellowships,Canada,North America,LS
152071,2013,US,Fellowships,United States,North America,MINT
152080,2013,UK,Fellowships,United Kingdom,Europe,LS
152091,2013,UK,Fellowships,United Kingdom,Europe,LS
152093,2013,UK,Fellowships,United Kingdom,Europe,LS
152095,2013,JP,Fellowships,NA,Asia,MINT
152098,2013,US,Fellowships,United States,North America,LS
152098,2013,US,Fellowships,United States,North America,LS
152100,2013,US,Fellowships,United States,North America,LS
152101,2013,DE,Fellowships,Germany,Europe,SSH
152102,2013,NZ,Fellowships,NA,Oceania,LS
152103,2013,UK,Fellowships,United Kingdom,Europe,LS
152104,2013,DE,Fellowships,Germany,Europe,SSH
152105,2013,US,Fellowships,United States,North America,MINT
152115,2013,US,Fellowships,United States,North America,MINT
152118,2013,US,Fellowships,United States,North America,MINT
152125,2013,US,Fellowships,United States,North America,MINT
152128,2013,US,Fellowships,United States,North America,MINT
152130,2013,AU,Fellowships,Australia,Oceania,MINT
152131,2013,US,Fellowships,United States,North America,LS
152133,2013,US,Fellowships,United States,North America,MINT
152138,2013,NL,Fellowships,Netherlands,Europe,LS
152143,2013,AU,Fellowships,Australia,Oceania,LS
152159,2013,FR,Fellowships,France,Europe,LS
152163,2013,UK,Fellowships,United Kingdom,Europe,MINT
152166,2013,MX,Fellowships,NA,Latin America,MINT
152168,2013,US,Fellowships,United States,North America,MINT
152170,2013,CA,Fellowships,Canada,North America,MINT
152173,2013,US,Fellowships,United States,North America,LS
152177,2013,US,Fellowships,United States,North America,MINT
152183,2013,US,Fellowships,United States,North America,SSH
152184,2013,US,Fellowships,United States,North America,MINT
152187,2013,UK,Fellowships,United Kingdom,Europe,LS
152188,2013,UK,Fellowships,United Kingdom,Europe,MINT
152190,2013,UK,Fellowships,United Kingdom,Europe,MINT
152199,2013,US,Fellowships,United States,North America,MINT
152202,2013,US,Fellowships,United States,North America,MINT
152205,2013,UK,Fellowships,United Kingdom,Europe,MINT
152211,2013,US,Fellowships,United States,North America,SSH
152212,2013,US,Fellowships,United States,North America,LS
152213,2013,US,Fellowships,United States,North America,MINT
152214,2013,US,Fellowships,United States,North America,LS
152216,2013,UK,Fellowships,United Kingdom,Europe,MINT
152231,2013,US,Fellowships,United States,North America,MINT
152241,2013,UK,Fellowships,United Kingdom,Europe,LS
152243,2013,DE,Fellowships,Germany,Europe,LS
152255,2013,CA,Fellowships,Canada,North America,MINT
152264,2013,UK,Fellowships,United Kingdom,Europe,MINT
152269,2013,NL,Fellowships,Netherlands,Europe,MINT
152276,2013,FI,Fellowships,NA,Europe,SSH
152282,2013,FR,Fellowships,France,Europe,MINT
152290,2013,UK,Fellowships,United Kingdom,Europe,SSH
152293,2013,IT,Fellowships,Italy,Europe,MINT
154535,2014,US,Fellowships,United States,North America,MINT
154542,2014,US,Fellowships,United States,North America,SSH
154542,2014,DE,Fellowships,Germany,Europe,SSH
154543,2014,US,Fellowships,United States,North America,MINT
154543,2014,US,Fellowships,United States,North America,MINT
154544,2014,US,Fellowships,United States,North America,SSH
154546,2014,FR,Fellowships,France,Europe,SSH
154546,2014,CA,Fellowships,Canada,North America,SSH
154546,2014,FR,Fellowships,France,Europe,SSH
154549,2014,US,Fellowships,United States,North America,SSH
154552,2014,US,Fellowships,United States,North America,MINT
154557,2014,NL,Fellowships,Netherlands,Europe,MINT
154559,2014,US,Fellowships,United States,North America,MINT
154560,2014,UK,Fellowships,United Kingdom,Europe,MINT
154561,2014,US,Fellowships,United States,North America,MINT
154563,2014,US,Fellowships,United States,North America,MINT
154564,2014,US,Fellowships,United States,North America,SSH
154565,2014,US,Fellowships,United States,North America,MINT
154568,2014,UK,Fellowships,United Kingdom,Europe,SSH
154571,2014,US,Fellowships,United States,North America,MINT
154573,2014,AT,Fellowships,Austria,Europe,SSH
154573,2014,US,Fellowships,United States,North America,SSH
154574,2014,UK,Fellowships,United Kingdom,Europe,MINT
154574,2014,US,Fellowships,United States,North America,MINT
154579,2014,US,Fellowships,United States,North America,MINT
154580,2014,CA,Fellowships,Canada,North America,SSH
154580,2014,CA,Fellowships,Canada,North America,SSH
154583,2014,US,Fellowships,United States,North America,MINT
154584,2014,US,Fellowships,United States,North America,MINT
154585,2014,FR,Fellowships,France,Europe,MINT
154590,2014,UK,Fellowships,United Kingdom,Europe,SSH
154590,2014,US,Fellowships,United States,North America,SSH
154591,2014,US,Fellowships,United States,North America,MINT
154597,2014,IL,Fellowships,NA,Asia,SSH
154600,2014,US,Fellowships,United States,North America,MINT
154601,2014,UK,Fellowships,United Kingdom,Europe,SSH
154607,2014,US,Fellowships,United States,North America,SSH
154608,2014,US,Fellowships,United States,North America,SSH
154609,2014,US,Fellowships,United States,North America,SSH
154611,2014,US,Fellowships,United States,North America,SSH
154613,2014,AT,Fellowships,Austria,Europe,LS
154613,2014,US,Fellowships,United States,North America,LS
154613,2014,AT,Fellowships,Austria,Europe,LS
154613,2014,US,Fellowships,United States,North America,LS
154613,2014,US,Fellowships,United States,North America,LS
154614,2014,DE,Fellowships,Germany,Europe,LS
154624,2014,US,Fellowships,United States,North America,LS
154627,2014,US,Fellowships,United States,North America,LS
154631,2014,US,Fellowships,United States,North America,LS
154632,2014,US,Fellowships,United States,North America,LS
154633,2014,US,Fellowships,United States,North America,LS
154634,2014,UK,Fellowships,United Kingdom,Europe,LS
154635,2014,SE,Fellowships,Sweden,Europe,LS
154635,2014,SE,Fellowships,Sweden,Europe,LS
154636,2014,UK,Fellowships,United Kingdom,Europe,LS
154641,2014,US,Fellowships,United States,North America,LS
154646,2014,CA,Fellowships,Canada,North America,LS
154647,2014,US,Fellowships,United States,North America,LS
154648,2014,AU,Fellowships,Australia,Oceania,LS
154650,2014,DK,Fellowships,NA,Europe,LS
154655,2014,UK,Fellowships,United Kingdom,Europe,LS
154657,2014,US,Fellowships,United States,North America,LS
154664,2014,AU,Fellowships,Australia,Oceania,LS
154667,2014,US,Fellowships,United States,North America,LS
155026,2014,UK,Fellowships,United Kingdom,Europe,SSH
155026,2014,US,Fellowships,United States,North America,SSH
155026,2014,GH,Fellowships,NA,Africa,SSH
155028,2014,UK,Fellowships,United Kingdom,Europe,SSH
155028,2014,UK,Fellowships,United Kingdom,Europe,SSH
155037,2014,US,Fellowships,United States,North America,SSH
155039,2014,CA,Fellowships,Canada,North America,SSH
155039,2014,DE,Fellowships,Germany,Europe,SSH
155040,2014,US,Fellowships,United States,North America,LS
155048,2014,CA,Fellowships,Canada,North America,LS
155051,2014,US,Fellowships,United States,North America,SSH
155053,2014,UK,Fellowships,United Kingdom,Europe,LS
155066,2014,UK,Fellowships,United Kingdom,Europe,MINT
155067,2014,AU,Fellowships,Australia,Oceania,MINT
155072,2014,US,Fellowships,United States,North America,LS
155076,2014,US,Fellowships,United States,North America,MINT
155080,2014,BE,Fellowships,Belgium,Europe,SSH
155081,2014,US,Fellowships,United States,North America,LS
155086,2014,UK,Fellowships,United Kingdom,Europe,LS
155097,2014,NL,Fellowships,Netherlands,Europe,MINT
155099,2014,DE,Fellowships,Germany,Europe,MINT
155102,2014,US,Fellowships,United States,North America,LS
155103,2014,US,Fellowships,United States,North America,SSH
155104,2014,UK,Fellowships,United Kingdom,Europe,SSH
155104,2014,BE,Fellowships,Belgium,Europe,SSH
155105,2014,US,Fellowships,United States,North America,LS
155109,2014,UK,Fellowships,United Kingdom,Europe,LS
155110,2014,NZ,Fellowships,NA,Oceania,SSH
155110,2014,FR,Fellowships,France,Europe,SSH
155111,2014,US,Fellowships,United States,North America,LS
155112,2014,US,Fellowships,United States,North America,LS
155114,2014,US,Fellowships,United States,North America,LS
155114,2014,US,Fellowships,United States,North America,LS
155115,2014,AU,Fellowships,Australia,Oceania,LS
155120,2014,US,Fellowships,United States,North America,LS
155126,2014,CA,Fellowships,Canada,North America,LS
155128,2014,US,Fellowships,United States,North America,MINT
155129,2014,US,Fellowships,United States,North America,MINT
155131,2014,UK,Fellowships,United Kingdom,Europe,SSH
155132,2014,BE,Fellowships,Belgium,Europe,SSH
155132,2014,DE,Fellowships,Germany,Europe,SSH
155134,2014,US,Fellowships,United States,North America,LS
155138,2014,DE,Fellowships,Germany,Europe,SSH
155142,2014,US,Fellowships,United States,North America,MINT
155159,2014,UK,Fellowships,United Kingdom,Europe,SSH
155160,2014,CA,Fellowships,Canada,North America,MINT
155161,2014,US,Fellowships,United States,North America,SSH
155163,2014,BE,Fellowships,Belgium,Europe,MINT
155165,2014,UK,Fellowships,United Kingdom,Europe,MINT
155171,2014,IT,Fellowships,Italy,Europe,SSH
155172,2014,US,Fellowships,United States,North America,LS
155173,2014,US,Fellowships,United States,North America,SSH
155173,2014,CL,Fellowships,NA,Latin America,SSH
155177,2014,US,Fellowships,United States,North America,SSH
155177,2014,US,Fellowships,United States,North America,SSH
155184,2014,UK,Fellowships,United Kingdom,Europe,LS
155185,2014,US,Fellowships,United States,North America,MINT
155186,2014,AT,Fellowships,Austria,Europe,SSH
155186,2014,US,Fellowships,United States,North America,SSH
155187,2014,UK,Fellowships,United Kingdom,Europe,SSH
155200,2014,DE,Fellowships,Germany,Europe,SSH
155212,2014,FR,Fellowships,France,Europe,LS
155213,2014,US,Fellowships,United States,North America,SSH
155213,2014,UK,Fellowships,United Kingdom,Europe,SSH
155220,2014,CA,Fellowships,Canada,North America,LS
155222,2014,US,Fellowships,United States,North America,SSH
155223,2014,DE,Fellowships,Germany,Europe,SSH
155223,2014,DE,Fellowships,Germany,Europe,SSH
155230,2014,JP,Fellowships,NA,Asia,LS
155233,2014,DE,Fellowships,Germany,Europe,MINT
155234,2014,US,Fellowships,United States,North America,MINT
155236,2014,CA,Fellowships,Canada,North America,MINT
155237,2014,US,Fellowships,United States,North America,LS
155250,2014,CA,Fellowships,Canada,North America,LS
155252,2014,US,Fellowships,United States,North America,LS
